,Unnamed: 0,M_ORIGIN,M_DESTINATION,D_LANDMARK,D_TYPE,O_LANDMARK,O_TYPE,START_TIME,TRIP_SEQUENCE,TOTAL_TIME,ACCESS_MODE,ACCESS_TIME,ACCESS_DISTANCE,WT_FS,EGRESS_MODE,EGRESS_TIME,EGRESS_DISTANCE,WT_FIS,BICYCLE_USE,TRANSFER_TIME,WAITING_TIME_SECOND_STOP,PASS,TOTAL_COST,CROWDING,GENDER,S_1,S_2,S_3,AGE,EDUCATION,OCCUPATION,INCOME,CARS,TWO_WHEELER,N_BICYCLES,OTHERS,PARKING,PARK_RENT,PARK,DESTINATION,ORIGIN,TRIP,AGE_C,ACCESS_DIS,EGRESS_DIS,RENT_BICYCLE,MALE,ACCESS_M,EGRESS_M,ACCESS_DIS_B,EGRESS_DIS_B
478,478,Yeshwanthpur (green line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",MAJESTIC,Home,Yeshwanthpur,Other,15:00:00,Metro ,20,Walk ,5,< 0.5 km ,5,Drove and parked a two-Wheeler ,2,0.5 to 1 km ,,For egress trip only ,,,No ,25,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,"<=10,000",0.0,1,0,0,"No, I will not use a bicycle. .",15,4,1,8,1,1,1,2,2,1,1,3,1,2
479,479,Rajajinagar (green line),Baiyappanahalli (purple line),KR Pura aiyappa swami temple,Home,Near akash ,School,15:45:00,Metro + Bus ,90,Walk ,3,< 0.5 km ,7,Walk ,15,1 km to 1.5 km ,,For neither access nor egress trips ,6.0,5.0,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,12th,Student,,0.0,2,0,0,"No, I will not use a bicycle. .",15,4,1,3,3,1,1,3,4,0,1,1,1,3
480,480,Rajajinagar (green line),Mantri Square Sampige Road (green line),"Shrirampura,Aruna theatre",Home,Jalahalli village ,School,15:45:00,Metro ,30,Dropped-off by friends/family members/others ,15,3 km to 3.5 km ,7,Walk ,15,1 km to 1.5 km ,,For neither access nor egress trips ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Postgraduate,Student,,0.0,1,0,0,"No, I will not use a bicycle. .",15,4,1,3,1,1,7,3,4,0,8,1,4,3
481,481,Goraguntepalya (green line),Banashankari (green line),Ittmadu,Other,"Goruguntlalya, Bel",Work,15:30:00,Bus1 + Metro + Bus2 ,90,Walk ,5,< 0.5 km ,2,Walk ,10,< 0.5 km ,,For both access and egress trips ,5.0,2.0,No ,85,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,1,1,0,"No, I will not use a bicycle. .",15,4,8,2,4,1,1,1,3,1,1,1,1,1
482,482,Magadi Road (purple line),Dasarahalli (green line),"Hesarghatta, archarya college ",Home,"Seva switch gate magadi road,#219",Work,16:00:00,Metro + Bus ,90,Walk ,10,< 0.5 km ,7,Walk ,15,< 0.5 km ,,For neither access nor egress trips ,5.0,10.0,No ,58,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,Graduate,Student,"<=10,000",0.0,0,0,0,"No, I will not use a bicycle. .",15,4,1,2,3,1,1,1,4,1,1,1,1,1
483,483,Rajajinagar (green line),Swami Vivekananda Road (purple line),Near indiranagar metro near kfc,Work,Near metro ,Other,16:20:00,Metro ,45,Walk ,5,< 0.5 km ,8,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,0.0,0,0,0,"No, I will not use a bicycle. .",15,4,2,8,1,1,1,1,4,0,1,1,1,1
484,484,Rajajinagar (green line),Silk Institute (green line),Kanakpura road ,Friend,"Dasarahalli,gangamma thimaiah choultry",Home,16:10:00,"Metro1,bus1,bus2",120,Auto Rickshaw ,10,2 km to 2.5 km ,8,Walk ,0,< 0.5 km ,,For neither access nor egress trips ,3.0,5.0,No ,50,No crowding  - Most ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,46-60 yrs ,10th,Unemployed,,0.0,0,0,1,"No, I will not use a bicycle. .",15,4,7,1,0,4,5,1,4,0,5,1,4,1
485,485,"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Sandal Soap Factory (green line),"Yeshwantpur, near triveni road ",Home,Mejastic ,Other,16:20:00,Metro ,40,Walk ,5,< 0.5 km ,2,Ola/Uber car ,15,3 km to 3.5 km ,1.0,For egress trip only ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,"50,001 – 1,00,000",1.0,1,0,0,"No, I will not use a bicycle. .",15,4,1,8,1,2,1,7,2,1,1,6,1,4
486,486,Mahatma Gandhi Road (purple line),Indiranagar (purple line),Indiranagar,Home,Shivaji nagar,Restaurant,16:15:00,Metro ,30,Auto Rickshaw ,15,2 km to 2.5 km ,5,Auto Rickshaw ,12,1.5 km to 2 km ,8.0,For egress trip only ,,,No ,155,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Postgraduate,Employed,"1,00,001 – 2,00,000",0.0,0,0,0,"No, I will not use a bicycle. .",15,4,1,5,1,3,5,4,2,1,5,5,4,3
487,487,"Dr. B. R. Ambedkar Station, Vidhana Soudha (purple line)",Halasuru (purple line),Halasuru,Home,Vidhana soudha,School,16:30:00,Metro ,30,Walk ,7,0.5 to 1 km ,5,Drove and parked a two-Wheeler ,10,1.5 km to 2 km ,,For egress trip only ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,1.0,1,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",15,2,1,3,1,1,2,4,2,1,1,3,2,3
488,488,Cubbon Park (purple line),Rajarajeshwari Nagar (purple line),Rrnagar,Home,Cubbon park,Work,17:20:00,Metro ,30,Walk ,10,0.5 to 1 km ,5,Walk ,10,0.5 to 1 km ,,For both access and egress trips ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,,1.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",15,1,1,2,1,2,2,2,3,1,1,1,2,2
489,489,Kengeri (purple line),Sandal Soap Factory (green line),Sandal soap factory ,Friend,"KENGERI, ibs college ",School,17:45:00,Metro ,45,Drove and parked a two-Wheeler ,10,0.5 to 1 km ,2,Walk ,5,< 0.5 km ,,For access trip only ,,,Metro card ,0,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Postgraduate,Student,,0.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",15,1,7,3,1,1,2,1,1,1,3,1,2,1
490,490,Jnanabharathi (purple line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Ksrtc,Other,Jnanabharathi,Friend,18:00:00,Metro ,20,Dropped-off by friends/family members/others ,10,1.5 km to 2 km ,7,Walk ,2,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Business,"25,001 – 50,000",0.0,0,0,0,"No, I will not use a bicycle. .",15,4,8,7,1,2,4,1,4,1,8,1,3,1
491,491,Kengeri (purple line),Baiyappanahalli (purple line),Kr puram,Friend,Ullal,School,18:00:00,Bus1 + Metro + Bus2 ,60,Walk ,5,< 0.5 km ,10,Walk ,10,0.5 to 1 km ,,For both access and egress trips ,5.0,9.0,No ,150,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,1.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",15,1,7,3,4,1,1,2,3,1,1,1,1,2
492,492,Rajarajeshwari Nagar (purple line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Majestic ,Friend,Rr nagar,School,18:20:00,Metro ,15,Dropped-off by friends/family members/others ,10,1.5 km to 2 km ,8,Dropped-off by friends/family members/others ,10,2 km to 2.5 km ,5.0,For neither access nor egress trips ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,"<=10,000",1.0,1,0,0,"No, I will not use a bicycle. .",15,4,7,3,1,1,4,5,4,1,8,8,3,4
493,493,Sandal Soap Factory (green line),Jayaprakash Nagar (green line),Jpnagar ,Home,"WTC, malleshwaram",Work,19:00:00,Metro ,40,Walk ,10,< 0.5 km ,5,Drove and parked a two-Wheeler ,12,2 km to 2.5 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,"50,001 – 1,00,000",1.0,2,1,0,"No, I will not use a bicycle. .",15,4,1,2,1,2,1,5,4,1,1,3,1,4
494,494,Mahalakshmi (green line),Baiyappanahalli (purple line),Whitefield,Work,Mahalaxmi ,Home,08:00:00,Metro + Bus ,90,Drove and parked a two-Wheeler ,10,1.5 km to 2 km ,5,Walk ,10,1 km to 1.5 km ,,For egress trip only ,5.0,5.0,Metro card ,25,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,"50,001 – 1,00,000",1.0,1,0,0,"No, I will not use a bicycle. .",15,4,2,1,3,2,4,3,2,1,3,1,3,3
495,495,Mysore Road (purple line),Kengeri (purple line),Rr medical college,School,"Chandra layout, mysore road ",Home,08:45:00,Metro + Bus ,45,Drove and parked a two-Wheeler ,10,1.5 km to 2 km ,3,Walk ,7,< 0.5 km ,,For neither access nor egress trips ,3.0,5.0,Metro card ,15,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,1,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",15,1,3,1,3,1,4,1,4,1,3,1,3,1
496,496,"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Krishna Rajendra Market (green line),Market ,Work,Near majestic bus stand ,Home,09:00:00,Metro ,10,Walk ,2,< 0.5 km ,5,Walk ,3,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,10th,Daily,,0.0,0,0,0,"No, I will not use a bicycle. .",15,4,2,1,1,3,1,1,4,0,1,1,1,1
497,497,Chickpet (green line),Jayanagar (green line),Jaynagar 4th block ,Work,Chickpete flower market ,Shopping,09:10:00,Metro ,20,Walk ,5,< 0.5 km ,5,Auto Rickshaw ,5,0.5 to 1 km ,3.0,For neither access nor egress trips ,,,Metro card ,30,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,46-60 yrs ,10th,Daily,,0.0,1,0,0,"No, I will not use a bicycle. .",15,4,2,4,1,4,1,2,4,0,1,5,1,2
498,498,Jnanabharathi (purple line),Sandal Soap Factory (green line),Yeshwanthpur,Friend,Janabharathi,Home,09:15:00,Metro ,30,Drove and parked a two-Wheeler ,7,1.5 km to 2 km ,5,Dropped-off by friends/family members/others ,12,1.5 km to 2 km ,5.0,For both access and egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,"<=10,000",1.0,2,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",15,1,7,1,1,1,4,4,3,1,3,8,3,3
499,499,Chickpet (green line),Peenya (green line),Near meto,Work,Chikpete near metro,Home,09:35:00,Metro ,40,Walk ,5,< 0.5 km ,5,Walk ,5,< 0.5 km ,,For both access and egress trips ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Trade,Employed,,0.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",15,2,2,1,1,2,1,1,3,0,1,1,1,1
500,500,Chickpet (green line),Jalahalli (green line),Jalahalli cross road,Shopping,Chickpete flower market ,Shopping,09:40:00,Metro ,30,Walk ,7,< 0.5 km ,5,Walk ,8,1 km to 1.5 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,46-60 yrs ,10th,Daily,,0.0,1,0,0,"No, I will not use a bicycle. .",15,4,4,4,1,4,1,3,4,0,1,1,1,3
501,501,Vijayanagar (purple line),Baiyappanahalli (purple line),"Bayyapanahalli,near gopalan mall",Work,"Vijaynagar,near vijaynagar club",Home,09:30:00,Metro ,40,Walk ,10,1 km to 1.5 km ,2,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,"50,001 – 1,00,000",0.0,2,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",15,1,2,1,1,1,3,2,4,1,1,1,3,2
502,502,Lalbagh (green line),Pattanagere (purple line),rvce,School,Nimhans,Home,10:05:00,Metro ,60,Dropped-off by friends/family members/others ,10,3 km to 3.5 km ,5,Walk ,10,0.5 to 1 km ,,For both access and egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,1.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",15,2,3,1,1,1,7,2,3,0,8,1,4,2
503,503,Lalbagh (green line),Mahatma Gandhi Road (purple line),Lho building sbi,Work,"JP nagar,Sidlingeshwar theatre",Home,10:00:00,Bus + Metro ,45,Walk ,4,< 0.5 km ,5,Walk ,10,0.5 to 1 km ,,For access trip only ,2.0,6.0,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,1.0,1,0,0,"No, I will not use a bicycle. .",15,4,2,1,2,1,1,2,1,0,1,1,1,2
504,504,Mahatma Gandhi Road (purple line),Swami Vivekananda Road (purple line),Kr puram,Work,Mg road ,Home,10:00:00,Metro + Bus ,40,Walk ,10,0.5 to 1 km ,5,Walk ,10,1 km to 1.5 km ,,For egress trip only ,5.0,5.0,Metro card ,20,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,,0.0,1,0,0,"No, I will not use a bicycle. .",15,4,2,1,3,2,2,3,2,1,1,1,2,3
505,505,Lalbagh (green line),Mahalakshmi (green line),Iskon,Social,Koramangala 1st block ,Home,09:30:00,Bus + Metro ,90,Walk ,5,< 0.5 km ,5,Walk ,7,0.5 to 1 km ,,For neither access nor egress trips ,5.0,5.0,No ,30,High crowding - All seats AND 50-75% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,Graduate,Student,,1.0,1,0,0,"No, I will not use a bicycle. .",15,4,6,1,2,1,1,2,4,0,1,1,1,2
506,506,Lalbagh (green line),"Dr. B. R. Ambedkar Station, Vidhana Soudha (purple line)",Vidhan soudha,Work,JP nagar,Home,10:00:00,Bus + Metro ,60,Walk ,7,0.5 to 1 km ,5,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,5.0,5.0,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Graduate,Employed,,1.0,1,0,0,"No, I will not use a bicycle. .",15,4,2,1,2,3,2,1,4,0,1,1,2,1
507,507,Indiranagar (purple line),Krantivira Sangolli Rayanna Railway Station (purple line),Railway station,Other,Indiranagar,Home,10:30:00,Metro ,30,Walk ,12,< 0.5 km ,7,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,No ,30,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,0,0,0,"No, I will not use a bicycle. .",15,4,8,1,1,1,1,1,4,1,1,1,1,1
508,508,Lalbagh (green line),Indiranagar (purple line),Cmh hospital ,Work,Jaynagar metro station ,Home,10:25:00,Metro ,45,Drove and parked a two-Wheeler ,5,1 km to 1.5 km ,6,Walk ,20,1 km to 1.5 km ,,For both access and egress trips ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,,1.0,1,0,0,"No, I will not use a bicycle. .",15,4,2,1,1,2,3,3,3,0,3,1,3,3
509,509,Krishnarajapuram - K.R.Puram (purple line),Pattandur Agrahara (purple line),ITPL,Work,"Kempapura, hebbal ",Home,10:20:00,Metro ,60,Walk ,5,< 0.5 km ,10,Auto Rickshaw ,25,> 5 km ,2.0,For neither access nor egress trips ,,,Metro card ,0,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Postgraduate,Employed,"50,001 – 1,00,000",1.0,1,1,0,"No, I will not use a bicycle. .",15,4,2,1,1,3,1,11,4,1,1,5,1,5
510,510,Lalbagh (green line),"Dr. B. R. Ambedkar Station, Vidhana Soudha (purple line)",Hennur,Friend,"Ravindra kalashetra,lalbagh",School,10:40:00,Bus1 + Metro + Bus2 ,50,Bicycle ,5,0.5 to 1 km ,3,Walk ,3,0.5 to 1 km ,,For neither access nor egress trips ,3.0,6.0,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,1.0,1,0,0,"No, I will not use a bicycle. .",15,4,7,3,4,1,2,2,4,0,2,1,2,2
511,511,"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Konanakunte Cross (green line),Konnaakunte ,Work,"Gandhi nagar, majestic",Home,10:45:00,Metro ,30,Walk ,15,1.5 km to 2 km ,5,Auto Rickshaw ,10,3.5 km to 4 km ,5.0,For access trip only ,,,Metro card ,80,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,"25,001 – 50,000",0.0,0,0,0,"No, I will not use a bicycle. .",15,4,2,1,1,2,4,8,1,1,1,5,3,4
512,512,Baiyappanahalli (purple line),Pattandur Agrahara (purple line),ITPL,Work,Kadugodi ,Home,10:38:00,Bus + Metro ,50,Walk ,5,0.5 to 1 km ,2,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,2.0,1.0,Metro card ,10,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,"50,001 – 1,00,000",0.0,1,0,0,"No, I will not use a bicycle. .",15,4,2,1,2,2,2,1,4,1,1,1,2,1
513,513,Lalbagh (green line),Yelachenahalli (green line),Near shell petrol bunk,Work,Lalbagh metro station ,Home,11:05:00,Metro ,20,Walk ,5,0.5 to 1 km ,11,Walk ,4,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Trade,Employed,,0.0,2,0,0,"No, I will not use a bicycle. .",15,4,2,1,1,1,2,1,4,0,1,1,2,1
514,514,Krantivira Sangolli Rayanna Railway Station (purple line),"Sri Balagangadharanatha Swamiji Station, Hosahalli (purple line)",Vijaynagar ,Home,City railway station,Other,11:10:00,Metro + Bus ,35,Walk ,5,< 0.5 km ,4,Walk ,7,< 0.5 km ,,For neither access nor egress trips ,5.0,5.0,No ,35,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,0,0,0,Not Applicable - because neither ends of my trip is home. .,15,3,1,8,3,1,1,1,4,1,1,1,1,1
515,515,Lalbagh (green line),Banashankari (green line),Temple,Social,Near metro,Home,11:10:00,Metro ,15,Walk ,2,< 0.5 km ,8,Walk ,3,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Graduate,Student,,1.0,1,0,0,"No, I will not use a bicycle. .",15,4,6,1,1,3,1,1,4,0,1,1,1,1
516,516,Whitefield - Kadugodi (purple line),Nallurhalli (purple line),Nallurhalli ,Work,"Kadugodi, belathur colony ",Home,11:00:00,Metro ,30,Drove and parked a two-Wheeler ,5,1 km to 1.5 km ,3,Walk ,10,0.5 to 1 km ,,For egress trip only ,,,Metro card ,0,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,"50,001 – 1,00,000",0.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",15,2,2,1,1,1,3,2,2,1,3,1,3,2
517,517,Kengeri (purple line),Baiyappanahalli (purple line),Marathahalli,Home,KENGERI,Work,11:00:00,Metro + Bus ,75,Walk ,7,< 0.5 km ,8,Walk ,13,1 km to 1.5 km ,,For neither access nor egress trips ,5.0,5.0,No ,71,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Postgraduate,Employed,"50,001 – 1,00,000",1.0,1,0,0,"No, I will not use a bicycle. .",15,4,1,2,3,3,1,3,4,1,1,1,1,3
518,518,Lalbagh (green line),Konanakunte Cross (green line),Forum mall,Shopping,Near metro lalbhag,Home,11:15:00,Metro ,60,Walk ,10,0.5 to 1 km ,8,Walk ,7,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,Graduate,Student,,1.0,2,0,0,"No, I will not use a bicycle. .",15,4,4,1,1,1,2,1,4,0,1,1,2,1
519,519,Lalbagh (green line),Krishna Rajendra Market (green line),"Mysore circle , anjaneya temple ",Home,Lalbagh metro station ,Work,11:25:00,Metro ,20,Walk ,3,< 0.5 km ,9,Auto Rickshaw ,10,0.5 to 1 km ,3.0,For neither access nor egress trips ,,,Metro card ,10,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,10th,Employed,,0.0,1,0,0,"No, I will not use a bicycle. .",15,4,1,2,1,3,1,2,4,0,1,5,1,2
520,520,Whitefield - Kadugodi (purple line),Singayyanapalya (purple line),Finex mall,Shopping,Kadugodi,Home,11:05:00,Metro ,35,Auto Rickshaw ,10,2.5 km to 3 km ,5,Walk ,5,< 0.5 km ,,For access trip only ,,,No ,30,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,12th,Student,,3.0,0,1,0,"No, I will not use a bicycle. .",15,4,4,1,1,1,6,1,1,1,5,1,4,1
521,521,Magadi Road (purple line),South End Circle (green line),South end circle,School,Vijaynagar,Home,11:15:00,Bus + Metro ,45,Walk ,10,0.5 to 1 km ,5,Dropped-off by friends/family members/others ,10,2.5 km to 3 km ,5.0,For neither access nor egress trips ,5.0,5.0,No ,40,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,0,0,0,"No, I will not use a bicycle. .",15,4,3,1,2,1,2,6,4,1,1,8,2,4
522,522,Krishnarajapuram - K.R.Puram (purple line),Seetharampalya (purple line),Grafate india,Work,"Kalyan Nagar, near St rock church ",Home,11:15:00,Bus + Metro ,90,Walk ,6,0.5 to 1 km ,5,Walk ,10,0.5 to 1 km ,,For egress trip only ,3.0,6.0,Metro card ,20,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Postgraduate,Employed,,0.0,0,0,0,"No, I will not use a bicycle. .",15,4,2,1,2,2,2,2,2,1,1,1,2,2
523,523,Krishnarajapuram - K.R.Puram (purple line),Sri Sathya Sai Hospital (purple line),"Whitefield, shantiniketan mall near",Work,Indiranagar ,Home,11:00:00,Bus + Metro ,80,Walk ,15,1 km to 1.5 km ,15,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,3.0,5.0,Metro card ,15,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,"25,001 – 50,000",0.0,0,0,0,"No, I will not use a bicycle. .",15,4,2,1,2,1,3,1,4,1,1,1,3,1
524,524,Singayyanapalya (purple line),Pattandur Agrahara (purple line),"Mahadevpura, near finix mall ",Home,Agrahara gate,Friend,12:00:00,Metro ,30,Walk ,10,0.5 to 1 km ,3,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Postgraduate,Employed,,0.0,1,0,0,"No, I will not use a bicycle. .",15,4,1,7,1,1,2,2,4,1,1,1,2,2
525,525,"Sri Balagangadharanatha Swamiji Station, Hosahalli (purple line)",Baiyappanahalli (purple line),Banswadi,School,Vijaynagar ,Home,11:30:00,Metro + Bus ,60,Dropped-off by friends/family members/others ,10,2 km to 2.5 km ,5,Walk ,15,3 km to 3.5 km ,,For neither access nor egress trips ,10.0,5.0,Metro card ,20,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,"<=10,000",0.0,1,0,0,"No, I will not use a bicycle. .",15,4,3,1,3,1,5,7,4,1,8,1,4,4
