,M_ORIGIN,M_DESTINATION,D_LANDMARK,D_TYPE,O_LANDMARK,O_TYPE,START_TIME,TRIP_SEQUENCE,TOTAL_TIME,ACCESS_MODE,ACCESS_TIME,ACCESS_DISTANCE,WT_FS,EGRESS_MODE,EGRESS_TIME,EGRESS_DISTANCE,WT_FIS,BICYCLE_USE,TRANSFER_TIME,WAITING_TIME_SECOND_STOP,PASS,TOTAL_COST,CROWDING,GENDER,S_1,S_2,S_3,AGE,EDUCATION,OCCUPATION,INCOME,CARS,TWO_WHEELER,N_BICYCLES,OTHERS,PARKING,RENT,PARK,DESTINATION,ORIGIN,TRIP,AGE_C,ACCESS_DIS,EGRESS_DIS,RENT_BICYCLE,MALE,ACCESS_M,EGRESS_M
544,Attiguppe (purple line),Kengeri (purple line),KENGERI ,Other,Attiguppe,Home,13:40:00,Metro ,15,Walk ,10,< 0.5 km ,5,Walk ,3,< 0.5 km ,,For neither access nor egress trips ,,,No ,25,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Trade,Employed,,0.0,0,0,0,"No, I will not use a bicycle. .",15,3,8,1,1,3,1,1,1,1,1,1
545,Nallurhalli (purple line),Kengeri (purple line),"Rajarajeshwari college, 30minutes from kengeri metro in bus",Friend,"Hopeform, 800m from a alighting metro",Home,13:00:00,"Bus1,Metro1,Bus2, Metro2,Bus3",210,Walk ,10,0.5 to 1 km ,10,Walk ,20,1 km to 1.5 km ,,For both access and egress trips ,15,5,No ,111,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,Graduate,Employed,,0.0,0,0,0,"No, I will not use a bicycle. .",15,3,7,1,0,1,3,4,3,1,1,1
546,Whitefield - Kadugodi (purple line),Pattandur Agrahara (purple line),ITPL,Work,Kadugodi ,Home,14:10:00,Metro ,30,Walk ,10,0.5 to 1 km ,1,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding - Less than 25% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,"50,001 – 1,00,000",1.0,1,0,0,"No, I will not use a bicycle. .",15,3,2,1,1,1,3,1,1,1,1,1
547,Kundalahalli (purple line),Kadugodi Tree Park (purple line),"Channasandra, near KFC",Home,"EPIP zone, igate, 200m from a alighting metro station ",Work,14:15:00,Metro ,30,Walk ,5,< 0.5 km ,6,Walk ,7,0.5 to 1 km ,,For neither access nor egress trips ,,,No ,18,No crowding - Less than 25% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,>2 Lakhs,0.0,1,0,0,"No, I will not use a bicycle. .",15,3,1,2,1,1,1,3,1,1,1,1
548,Pattanagere (purple line),Nagasandra (green line),Abbigere ,Home,"Rv college,  pattanagare",School,14:32:00,Metro ,60,Walk ,5,< 0.5 km ,8,Drove and parked a two-Wheeler ,15,4.5 km to 5 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,1.0,1,0,0,"No, I will not use a bicycle. .",15,3,1,3,1,1,1,6,1,1,1,3
549,Kadugodi Tree Park (purple line),Krishnarajapuram - K.R.Puram (purple line),A narayana pura,Work,"Whitefield, industrial area ",Work,13:30:00,Metro ,30,Walk ,20,1 km to 1.5 km ,2,Walk ,15,1 km to 1.5 km ,,For both access and egress trips ,,,No ,30,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Trade,Employed,"25,001 – 50,000",0.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",15,1,2,2,1,1,4,4,3,1,1,1
550,Rajarajeshwari Nagar (purple line),Baiyappanahalli (purple line),Sri satyasai,Home,Rajarajeswari nagar ,Work,14:20:00,"Bus, metro, bus, metro",90,Walk ,7,< 0.5 km ,5,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,5,5,Metro card ,35,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,"25,001 – 50,000",1.0,1,0,0,"No, I will not use a bicycle. .",15,3,1,2,0,2,1,3,1,1,1,1
551,Krishnarajapuram - K.R.Puram (purple line),Garudacharapalya (purple line),Garudacharpalya,Work,"Marathalli, near marathalli bridge",Home,14:10:00,Bus + Metro ,30,Walk ,10,0.5 to 1 km ,5,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,3,2,No ,30,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,"25,001 – 50,000",0.0,0,0,0,"No, I will not use a bicycle. .",15,3,2,1,2,1,3,1,1,1,1,1
552,Rajarajeshwari Nagar (purple line),"Dr. B. R. Ambedkar Station, Vidhana Soudha (purple line)",Vidhan soudha,Work,Rr nagar,Home,14:30:00,Metro ,20,Drove and parked a two-Wheeler ,10,3 km to 3.5 km ,8,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,,,No ,35,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,"25,001 – 50,000",0.0,1,0,0,"No, I will not use a bicycle. .",15,3,2,1,1,2,5,3,1,1,3,1
553,Krishnarajapuram - K.R.Puram (purple line),Hopefarm Channasandra (purple line),Hopeform Whitefield ,Other,B narayanapura,Home,14:40:00,Metro ,20,Ola/Uber car ,5,1.5 km to 2 km ,3,Ola/Uber car ,10,1.5 km to 2 km ,3,For neither access nor egress trips ,,,Metro card ,0,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Business,,0.0,0,0,0,"No, I will not use a bicycle. .",15,3,8,1,1,2,2,2,1,1,6,6
554,Pattandur Agrahara (purple line),Whitefield - Kadugodi (purple line),Hoskote ,Home,Vaidehi hospital near,Work,14:52:00,Metro + Bus ,75,Walk ,10,< 0.5 km ,3,Walk ,30,1 km to 1.5 km ,,For egress trip only ,3,20,Ordinary Monthly Pass ,0,No crowding  - 50-75% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,12th,Employed,,0.0,2,0,0,"No, I will not use a bicycle. .",15,3,1,2,3,2,1,4,4,1,1,1
555,Chickpet (green line),Doddakallasandra (green line),Kanakpura road ,Home,Chickpete flower market ,Shopping,15:10:00,Metro ,45,Drove and parked a two-Wheeler ,5,< 0.5 km ,7,Dropped-off by friends/family members/others ,7,0.5 to 1 km ,0,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,10th,Daily,,0.0,1,0,0,"No, I will not use a bicycle. .",15,3,1,4,1,3,1,3,1,0,3,8
556,Mahalakshmi (green line),Chickpet (green line),Chikpete ,Shopping,Rajajinagar 6th block,Work,15:15:00,Bus + Metro ,20,Walk ,5,< 0.5 km ,5,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,0,7,No ,40,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,Graduate,Student,,0.0,0,0,0,Not Applicable - because neither ends of my trip is home. .,15,4,4,2,2,1,1,1,1,0,1,1
557,Whitefield - Kadugodi (purple line),Krishnarajapuram - K.R.Puram (purple line),Manyata tech park,Work,Whitefield ,Home,15:02:00,Metro + Bus ,70,Dropped-off by friends/family members/others ,10,> 5 km ,5,Walk ,15,1 km to 1.5 km ,,For access trip only ,3,10,Metro card ,30,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Postgraduate,Employed,"50,001 – 1,00,000",1.0,1,1,0,"No, I will not use a bicycle. .",15,3,2,1,3,3,8,4,2,1,8,1
558,Rajajinagar (green line),Mahatma Gandhi Road (purple line),Mg road,Shopping,Rajajinagar,Home,15:00:00,Bus + Metro ,50,Walk ,5,< 0.5 km ,5,Auto Rickshaw ,12,4 km to 4.5 km ,8,For neither access nor egress trips ,10,5,No ,120,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,0,0,0,"No, I will not use a bicycle. .",15,3,4,1,2,1,1,10,1,1,1,5
559,Chickpet (green line),Baiyappanahalli (purple line),Whitefield ,Home,Chikepete ,Shopping,15:20:00,Metro + Bus ,90,Walk ,5,< 0.5 km ,7,Walk ,7,0.5 to 1 km ,,For neither access nor egress trips ,5,5,No ,60,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was not making this trip earlier ,36-45 yrs ,Postgraduate,Employed,,1.0,1,1,0,"No, I will not use a bicycle. .",15,3,1,4,3,3,1,3,1,0,1,1
560,Chickpet (green line),Dasarahalli (green line),Chikkbanawar ,Home,"Chickpete, sudharshan silks ",Shopping,15:15:00,Metro + Bus ,45,Walk ,10,0.5 to 1 km ,7,Walk ,10,0.5 to 1 km ,,For egress trip only ,3,5,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,1,0,0,"No, I will not use a bicycle. .",15,3,1,4,3,1,3,3,4,0,1,1
561,Sri Sathya Sai Hospital (purple line),Vijayanagar (purple line),Vijaynagar ,Home,Satya sayi hospital ,Work,15:30:00,Metro1 + Bus + Metro2 ,100,Walk ,10,0.5 to 1 km ,3,Walk ,3,< 0.5 km ,,For neither access nor egress trips ,3,1,Ordinary Monthly Pass ,0,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Graduate,Employed,"50,001 – 1,00,000",1.0,1,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",15,2,1,2,5,3,3,1,1,1,1,1
562,Chickpet (green line),Mantri Square Sampige Road (green line),Mantri square ,Home,Flower market ,Shopping,15:35:00,Metro ,15,Walk ,5,< 0.5 km ,5,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,No ,15,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,46-60 yrs ,10th,Daily,,0.0,0,0,0,"No, I will not use a bicycle. .",15,3,1,4,1,4,1,1,1,0,1,1
563,Chickpet (green line),Srirampura (green line),"Kurubrahalli, sanjeevini medical ",Home,Chickpete flower market ,Shopping,15:35:00,Metro + Bus ,30,Walk ,5,< 0.5 km ,7,Walk ,15,1 km to 1.5 km ,,For neither access nor egress trips ,4,5,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,10th,Daily,,0.0,1,0,0,"No, I will not use a bicycle. .",15,3,1,4,3,3,1,4,1,0,1,1
564,Chickpet (green line),Mahakavi Kuvempu Road (green line),Mariyappan palya,Home,Chikepte flower market ,Shopping,15:45:00,Metro + Bus ,60,Walk ,5,< 0.5 km ,7,Walk ,7,< 0.5 km ,,For neither access nor egress trips ,6,4,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was not making this trip earlier ,46-60 yrs ,10th,Daily,,0.0,0,0,0,"No, I will not use a bicycle. .",15,3,1,4,3,4,1,1,1,0,1,1
565,Chickpet (green line),Srirampura (green line),Malleshwaram train station towards Dodbelle ,Home,Chickpete flower market ,Shopping,15:50:00,Metro ,240,Walk ,5,< 0.5 km ,7,Walk ,8,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,46-60 yrs ,10th,Daily,,0.0,1,0,0,"No, I will not use a bicycle. .",15,3,1,4,1,4,1,3,1,0,1,1
566,Kengeri (purple line),"Sir.M.Visvesvaraya Stn., Central College (purple line)",Near metro station ,Work,K R purum ,Home,14:00:00,Bus + Metro ,90,Drove and parked a two-Wheeler ,10,1.5 km to 2 km ,1,Walk ,5,0.5 to 1 km ,,For both access and egress trips ,3,4,Ordinary Day Pass ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Postgraduate,Employed,,2.0,2,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",15,2,2,1,2,3,2,3,3,1,3,1
567,Cubbon Park (purple line),Jalahalli (green line),"Near ayyappa temple, jalahalli cross ",Home,High court ,Work,16:05:00,Metro ,35,Walk ,5,< 0.5 km ,5,Drove and parked a two-Wheeler ,5,0.5 to 1 km ,,For egress trip only ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,>2 Lakhs,1.0,2,0,0,"No, I will not use a bicycle. .",15,3,1,2,1,2,1,3,4,1,1,3
568,Jalahalli (green line),Halasuru (purple line),Jogupalya police quarters ,Home,Dabasspete ,Work,08:00:00,Metro ,120,Drove and parked a two-Wheeler ,45,> 5 km ,3,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,,,No ,45,Very high crowding - All seats AND most standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,"50,001 – 1,00,000",0.0,1,0,0,"No, I will not use a bicycle. .",15,3,1,2,1,2,8,3,1,1,3,1
569,Yelachenahalli (green line),Goraguntepalya (green line),EV car charging station ,Work,Krishnakutira shop,Home,08:30:00,Metro ,90,Auto Rickshaw ,30,> 5 km ,7,Walk ,10,0.5 to 1 km ,,For both access and egress trips ,,,Metro card ,200,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,,1.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",15,2,2,1,1,2,8,3,3,0,5,1
570,Yelachenahalli (green line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Sheshadripuram ,Work,Green valley school ,Home,09:45:00,Bus1 + Metro + Bus2 ,60,Walk ,4,< 0.5 km ,4,Walk ,3,< 0.5 km ,,For neither access nor egress trips ,1,5,Metro card ,0,No crowding  - Most ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,1.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",15,2,2,1,4,1,1,1,1,0,1,1
571,Doddakallasandra (green line),Vijayanagar (purple line),"Sobha hospital,HDFC Bank ",Work,Doddakalasandra ,Home,21:30:00,Metro ,50,Auto Rickshaw ,10,1 km to 1.5 km ,2,Auto Rickshaw ,5,0.5 to 1 km ,5,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Postgraduate,Employed,"50,001 – 1,00,000",1.0,0,0,0,"No, I will not use a bicycle. .",15,3,2,1,1,1,4,3,1,1,5,5
572,Yelachenahalli (green line),"Dr. B. R. Ambedkar Station, Vidhana Soudha (purple line)",Vidhan soudha ,Work,Metro near,Home,10:00:00,Metro ,45,Walk ,5,< 0.5 km ,6,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Graduate,Employed,,1.0,1,0,0,"No, I will not use a bicycle. .",15,3,2,1,1,3,1,1,1,0,1,1
573,Yelachenahalli (green line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Uparpete police station ,Work,Ashrama road,Home,10:05:00,Metro ,30,Walk ,10,0.5 to 1 km ,5,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Postgraduate,Employed,,0.0,2,0,0,"No, I will not use a bicycle. .",15,3,2,1,1,2,3,3,1,0,1,1
574,Vijayanagar (purple line),Pattanagere (purple line),Global tech Village ,Work,"Moodalpalya,sobha hospital ",Home,09:50:00,Metro ,45,Drove and parked a two-Wheeler ,10,1.5 km to 2 km ,7,Office shuttle bus ,20,1.5 km to 2 km ,5,For both access and egress trips ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,"25,001 – 50,000",0.0,1,0,0,"No, I will not use a bicycle. .",15,3,2,1,1,2,2,2,3,1,3,9
575,Yelachenahalli (green line),Jayanagar (green line),Suraj towers,School,Near metro,Home,10:10:00,Metro ,20,Walk ,5,< 0.5 km ,5,Walk ,5,0.5 to 1 km ,,For both access and egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,0,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",15,2,3,1,1,1,1,3,3,0,1,1
576,Yelachenahalli (green line),Jayanagar (green line),Christ University ,School,Near Yellachenahalli lake,Home,10:12:00,Metro ,35,Walk ,10,0.5 to 1 km ,5,Auto Rickshaw ,15,3 km to 3.5 km ,3,For both access and egress trips ,,,Metro card ,70,No crowding - Less than 25% of seats occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,>2 Lakhs,1.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",15,2,3,1,1,1,3,5,3,0,1,5
577,Yelachenahalli (green line),Jayanagar (green line),4th block ,School,JC industrial estate,Home,10:15:00,Metro ,20,Walk ,7,0.5 to 1 km ,5,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,0,0,0,"No, I will not use a bicycle. .",15,3,3,1,1,1,3,1,1,0,1,1
578,Yelachenahalli (green line),National College (green line),Bms college of commerce and management ,School,Green valley school ,Home,10:15:00,Metro ,30,Walk ,15,0.5 to 1 km ,5,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,1.0,1,0,0,"No, I will not use a bicycle. .",15,3,3,1,1,1,3,1,1,0,1,1
579,Singayyanapalya (purple line),Pattandur Agrahara (purple line),ITPL,Work,"KR purum,near railway station ",Home,10:30:00,Metro ,20,Walk ,10,0.5 to 1 km ,2,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,"25,001 – 50,000",0.0,0,0,0,"No, I will not use a bicycle. .",15,3,2,1,1,1,3,1,1,1,1,1
580,Yelachenahalli (green line),"Sir.M.Visvesvaraya Stn., Central College (purple line)",Civil court,Work,Near metro toast on terrace ,Home,10:35:00,Metro ,30,Walk ,5,< 0.5 km ,4,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Postgraduate,Employed,,1.0,1,0,0,"No, I will not use a bicycle. .",15,3,2,1,1,3,1,1,1,0,1,1
581,Yelachenahalli (green line),Trinity (purple line),Bank of baroda,Work,Yelchenahalli lake,Home,10:30:00,Metro ,45,Dropped-off by friends/family members/others ,5,1 km to 1.5 km ,5,Walk ,3,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,,1.0,2,0,0,"No, I will not use a bicycle. .",15,3,2,1,1,2,4,1,1,0,8,1
582,Yelachenahalli (green line),Cubbon Park (purple line),MCC,School,Brigade millennium ,Home,10:40:00,Metro + Bus ,90,Walk ,30,4 km to 4.5 km ,5,Walk ,5,< 0.5 km ,,For access trip only ,5,5,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,1.0,2,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",15,2,3,1,3,1,10,1,2,0,1,1
583,Yelachenahalli (green line),National College (green line),BIT,School,Rv college ,Home,10:20:00,Metro ,30,Dropped-off by friends/family members/others ,20,2.5 km to 3 km ,5,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,1.0,2,0,0,"No, I will not use a bicycle. .",15,3,3,1,1,1,7,1,1,0,8,1
584,Singayyanapalya (purple line),Whitefield - Kadugodi (purple line),"Kadugodi, near bus stand ",Home,"Mahadevpura, near Honda service center ",Other,10:40:00,Metro ,25,Walk ,15,1 km to 1.5 km ,2,Walk ,5,< 0.5 km ,,For access trip only ,,,Metro card ,0,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Postgraduate,Employed,"25,001 – 50,000",1.0,1,1,0,"No, I will not use a bicycle. .",15,3,1,8,1,3,4,1,2,1,1,1
585,Whitefield - Kadugodi (purple line),Pattandur Agrahara (purple line),Sumadura capital ,Work,Kadugodi railway station ,Other,10:50:00,Metro ,20,Walk ,5,< 0.5 km ,4,Walk ,2,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding - Less than 25% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,"50,001 – 1,00,000",0.0,0,0,0,"No, I will not use a bicycle. .",15,3,2,8,1,2,1,1,1,1,1,1
586,Whitefield - Kadugodi (purple line),Pattandur Agrahara (purple line),ITPL ,Work,"Kurudusonanahalli, near GRS mall",Other,10:50:00,Metro ,45,Rapido/Uber moto/Ola App two-wheeler ,10,2 km to 2.5 km ,3,Walk ,5,< 0.5 km ,,For access trip only ,,,No ,15,No crowding - Less than 25% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,"50,001 – 1,00,000",0.0,2,0,0,"No, I will not use a bicycle. .",15,3,2,8,1,1,11,1,2,1,7,1
587,Yelachenahalli (green line),National College (green line),Basawagudi,School,Ganapathipura ,Home,11:00:00,Metro ,30,Walk ,10,0.5 to 1 km ,7,Walk ,7,< 0.5 km ,,For both access and egress trips ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,1.0,2,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",15,1,3,1,1,1,3,1,3,0,1,1
588,Yelachenahalli (green line),Cubbon Park (purple line),Indian express ,Work,Yelchenahalli near metro station ,Home,11:10:00,Metro ,45,Dropped-off by friends/family members/others ,3,< 0.5 km ,10,Walk ,7,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,>2 Lakhs,2.0,1,0,0,"No, I will not use a bicycle. .",15,3,2,1,1,1,1,3,1,0,8,1
589,Mahalakshmi (green line),Kengeri Bus Terminal (purple line),Wonderla,Social,Yeshwantpur railway station come from ballari ,Home,08:30:00,Metro + Bus ,150,Auto Rickshaw ,15,> 5 km ,1,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,5,2,No ,70,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,Graduate,Student,"10,001 – 25,000",0.0,0,0,0,"No, I will not use a bicycle. .",15,3,6,1,3,1,8,1,1,1,5,1
590,Seetharampalya (purple line),Garudacharapalya (purple line),Garudacharpalya ,Work,"Marathalli,near thulsi theater ",Home,10:30:00,Bus + Metro ,60,Walk ,10,0.5 to 1 km ,5,Walk ,1,< 0.5 km ,,For neither access nor egress trips ,3,4,No ,35,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,"25,001 – 50,000",0.0,1,0,0,"No, I will not use a bicycle. .",15,3,2,1,2,1,3,1,1,1,1,1
591,Krishnarajapuram - K.R.Puram (purple line),Hopefarm Channasandra (purple line),"Whitefield, near open house ",Work,"Bayyapanahalli,near ESI hospital ",Home,11:15:00,Bus1 + Metro + Bus2 ,80,Walk ,15,0.5 to 1 km ,1,Walk ,2,< 0.5 km ,,For access trip only ,3,4,No ,40,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,12th,Business,,1.0,1,0,0,"No, I will not use a bicycle. .",15,3,2,1,4,2,3,1,2,1,1,1
592,National College (green line),Nallurhalli (purple line),Nallurhalli,Work,Basavnagudi nr colony ,Home,10:45:00,Metro1 + Bus + Metro2 ,100,Walk ,10,0.5 to 1 km ,8,Walk ,5,< 0.5 km ,,For access trip only ,5,10,No ,75,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,Graduate,Employed,"10,001 – 25,000",0.0,0,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",15,2,2,1,5,1,3,1,2,1,1,1
593,Hoodi (purple line),Hopefarm Channasandra (purple line),Near hope form metro station ,Work,Sumadura nandanam appartment,Home,11:48:00,Metro ,25,Walk ,8,< 0.5 km ,1,Walk ,10,0.5 to 1 km ,,For egress trip only ,,,Metro card ,0,No crowding - Less than 25% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,"50,001 – 1,00,000",1.0,1,0,0,"No, I will not use a bicycle. .",15,3,2,1,1,2,1,3,4,1,1,1
