,M_ORIGIN,M_DESTINATION,D_LANDMARK,D_TYPE,O_LANDMARK,O_TYPE,START_TIME,TRIP_SEQUENCE,TOTAL_TIME,ACCESS_MODE,ACCESS_TIME,ACCESS_DISTANCE,WT_FS,EGRESS_MODE,EGRESS_TIME,EGRESS_DISTANCE,WT_FIS,BICYCLE_USE,TRANSFER_TIME,WAITING_TIME_SECOND_STOP,PASS,TOTAL_COST,CROWDING,GENDER,S_1,S_2,S_3,AGE,EDUCATION,OCCUPATION,INCOME,CARS,TWO_WHEELER,N_BICYCLES,OTHERS,PARKING,RENT,PARK,DESTINATION,ORIGIN,TRIP,AGE_C,ACCESS_DIS,EGRESS_DIS,RENT_BICYCLE,MALE,ACCESS_M,EGRESS_M
567,Attiguppe (purple line),Mantri Square Sampige Road (green line),Mantri square ,Work,"Attiguppe, Chandra layout",Home,11:30:00,Metro ,30,Walk ,10,0.5 to 1 km ,7,Walk ,2,< 0.5 km ,,For access trip only ,,,Metro card ,0,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Business,,1.0,3,0,0,"No, I will not use a bicycle. .",5,3,2,1,1,1,3,1,2,0,1,1
568,Baiyappanahalli (purple line),Indiranagar (purple line),Indiranagar,Home,BAIYYAPANAHALLI,Other,11:30:00,Metro ,40,Walk ,5,< 0.5 km ,5,Dropped-off by friends/others ,10,2.5 km to 3 km ,5,For neither access nor egress trips ,,,No ,20,No crowding  - Most ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,1.0,1,0,0,"No, I will not use a bicycle. .",5,3,1,8,1,1,1,7,1,1,1,8
569,Srirampura (green line),Chickpet (green line),Chikpete,Shopping,Rajajinagar navarang,Home,11:30:00,Metro ,20,Two-Wheeler ,10,4 km to 4.5 km ,8,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,,,No ,15,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was not making this trip earlier ,36-45 yrs ,12th,Unemployed,,0.0,2,0,0,"No, I will not use a bicycle. .",5,3,4,1,1,3,10,3,1,0,3,1
570,Attiguppe (purple line),Baiyappanahalli (purple line),"Kr puram,tc palya",School,"Attiguppe, Chandra layout ",Home,11:45:00,Metro + Bus ,60,Walk ,5,< 0.5 km ,6,Walk ,10,0.5 to 1 km ,,For egress trip only ,5,10,No ,55,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,Graduate,Student,"25,001 – 50,000",0.0,0,0,0,"No, I will not use a bicycle. .",5,3,3,1,3,1,1,3,4,1,1,1
571,Halasuru (purple line),Rajajinagar (green line),"Basaveshwanagar, 3km from rajajinagar metro station ",Social,"Cambridge road, near salon asthetic",Home,11:30:00,Metro ,70,Walk ,10,0.5 to 1 km ,10,Auto Rickshaw ,15,2 km to 2.5 km ,1,For neither access nor egress trips ,,,No ,30,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,"25,001 – 50,000",0.0,0,0,0,"No, I will not use a bicycle. .",5,3,6,1,1,2,3,11,1,1,1,5
572,Srirampura (green line),Jayaprakash Nagar (green line),Bannnerghatta road,Work,Malleshwaram,Home,11:40:00,Metro ,60,Auto Rickshaw ,10,2 km to 2.5 km ,9,Auto Rickshaw ,15,4 km to 4.5 km ,5,For both access and egress trips ,,,Metro card ,130,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Postgraduate,Employed,,1.0,2,0,0,"No, I will not use a bicycle. .",5,3,2,1,1,2,11,10,3,0,5,5
573,Srirampura (green line),Jayaprakash Nagar (green line),"Khmer kitchen,jp nagar",Restaurant,"Sanjay nagar , ramaiah hospital ",Home,11:20:00,Metro ,50,Ola/Uber car ,30,4 km to 4.5 km ,9,Walk ,10,1.5 km to 2 km ,,For egress trip only ,,,Metro card ,150,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Graduate,Employed,>2 Lakhs,2.0,0,1,0,"No, I will not use a bicycle. .",5,3,5,1,1,3,10,2,4,0,6,1
574,Attiguppe (purple line),Cubbon Park (purple line),Cubbon park metro station ,Work,Maruthi medicals attiguppe ,Other,11:50:00,Metro ,20,Walk ,5,< 0.5 km ,6,Walk ,2,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,"25,001 – 50,000",0.0,2,1,0,"No, I will not use a bicycle. .",5,3,2,8,1,1,1,1,1,1,1,1
575,Attiguppe (purple line),Jayanagar (green line),Jaynagar 4th block,Work,Chandra layout ,Work,23:30:00,Metro ,60,Car ,15,2 km to 2.5 km ,8,Ola/Uber car ,30,> 5 km ,5,For neither access nor egress trips ,,,No ,35,No crowding  - 50-75% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Graduate,Employed,,2.0,2,2,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,2,2,1,3,11,8,1,1,4,6
576,Attiguppe (purple line),Swami Vivekananda Road (purple line),"ITPL, whitefield ",Work,"Attiguppe,RPC layout ",Home,11:45:00,Metro + Bus ,90,Walk ,5,< 0.5 km ,7,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,3,5,Metro card ,0,No crowding  - Most ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,0.0,1,0,0,"No, I will not use a bicycle. .",5,3,2,1,3,1,1,1,1,0,1,1
577,Trinity (purple line),South End Circle (green line),"NR colony, 1.5 km from south end circle metro station ",Home,At trinity metro station,Work,11:50:00,Metro ,45,Walk ,5,< 0.5 km ,10,Walk ,15,1.5 km to 2 km ,,For egress trip only ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,"25,001 – 50,000",0.0,0,0,0,"No, I will not use a bicycle. .",5,3,1,2,1,2,1,2,4,1,1,1
578,Mahatma Gandhi Road (purple line),Cubbon Park (purple line),Chinnaswamy stadium,Social,"Prime rose road, government arts hostel",School,12:05:00,Metro ,40,Walk ,20,1 km to 1.5 km ,10,Walk ,5,< 0.5 km ,,For both access and egress trips ,,,No ,10,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,Graduate,Student,"50,001 – 1,00,000",0.0,0,0,0,Not Applicable - because neither ends of my trip is home. .,5,4,6,3,1,1,4,1,3,1,1,1
579,Magadi Road (purple line),Vijayanagar (purple line),"3rd stage, vijaynagar ",Work,Magadi road ,Home,00:00:00,Metro + Bus ,45,Walk ,15,0.5 to 1 km ,12,Walk ,15,0.5 to 1 km ,,For neither access nor egress trips ,3,5,No ,35,No crowding  - Most ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Trade,Employed,"10,001 – 25,000",1.0,1,0,0,"No, I will not use a bicycle. .",5,3,2,1,3,1,3,3,1,1,1,1
580,Srirampura (green line),Krishna Rajendra Market (green line),Flower market ,Shopping,Prakash nagar ll puram,Home,12:00:00,Metro ,30,Walk ,10,0.5 to 1 km ,8,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was not making this trip earlier ,36-45 yrs ,Graduate,Daily,,0.0,1,0,0,"No, I will not use a bicycle. .",5,3,4,1,1,3,3,3,1,0,1,1
581,Attiguppe (purple line),Mantri Square Sampige Road (green line),"Sheshadripuram college,",School,"Attiguppe, near bhunt's sangha school",Home,12:10:00,Metro ,40,Walk ,3,< 0.5 km ,7,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,1.0,1,0,0,"No, I will not use a bicycle. .",5,3,3,1,1,1,1,3,1,0,1,1
582,Attiguppe (purple line),Lalbagh (green line),"Abaya hospital, Lalbagh ",Other,Hampinagara bus stand ,Home,12:00:00,Metro ,60,Walk ,15,1 km to 1.5 km ,7,Auto Rickshaw ,10,1.5 km to 2 km ,4,For both access and egress trips ,,,No ,100,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was not making this trip earlier ,26-35 yrs ,Graduate,Student,"25,001 – 50,000",0.0,0,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,8,1,1,2,4,2,3,1,1,5
583,Attiguppe (purple line),"Sir.M.Visvesvaraya Stn., Central College (purple line)",Sir m vishveshwar ,School,Attiguppe,Home,12:00:00,Metro ,30,Walk ,5,< 0.5 km ,8,Walk ,5,< 0.5 km ,,For both access and egress trips ,,,Metro card ,0,No crowding  - 50-75% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Unemployed,"25,001 – 50,000",0.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,3,1,1,1,1,1,3,1,1,1
584,Srirampura (green line),Chickpet (green line),"Chickpete, sudharshan silks ",Work,"Shrirampura, Gayatri Nagar",Home,00:00:00,Bus + Metro ,20,Walk ,5,< 0.5 km ,3,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,3,7,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,12th,Employed,,0.0,1,0,0,"No, I will not use a bicycle. .",5,3,2,1,2,1,1,1,1,0,1,1
585,Attiguppe (purple line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)","Banshankri, near bus stand ",Friend,"Chandra layout, near BBMP office ",Home,12:10:00,Metro + Bus ,50,Two-Wheeler ,6,1 km to 1.5 km ,8,Walk ,5,< 0.5 km ,,For access trip only ,2,5,Metro card ,20,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,12th,Student,"25,001 – 50,000",0.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,7,1,3,1,4,1,2,1,3,1
586,"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Jnanabharathi (purple line),Janabharati,Home,Gandhinagar,Work,12:00:00,Metro + Bus ,90,Walk ,15,1 km to 1.5 km ,5,Walk ,2,< 0.5 km ,,For neither access nor egress trips ,2,2,Metro card ,20,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,>2 Lakhs,1.0,1,0,0,"No, I will not use a bicycle. .",5,3,1,2,3,1,4,1,1,1,1,1
587,Srirampura (green line),National College (green line),Jain college ,School,Srirampur metro station ,Home,12:20:00,Metro ,30,Walk ,5,< 0.5 km ,9,Walk ,7,0.5 to 1 km ,,For both access and egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,2.0,3,2,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,3,1,1,1,1,3,3,0,1,1
588,Attiguppe (purple line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Attiguppe Chandra layout ,Home,Majestic near,Social,12:20:00,Bus + Metro ,25,Walk ,2,< 0.5 km ,7,Walk ,6,< 0.5 km ,,For both access and egress trips ,5,7,Metro card ,0,No crowding  - Most ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,1.0,1,2,0,"No, I will not use a bicycle. .",5,3,1,6,2,1,1,1,3,0,1,1
589,Srirampura (green line),Mahatma Gandhi Road (purple line),Chruch st ,Restaurant,"Malleshwaram,mes college ",Home,12:10:00,Metro ,30,Dropped-off by friends/others ,10,1 km to 1.5 km ,9,Walk ,5,< 0.5 km ,,For access trip only ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Postgraduate,Student,>2 Lakhs,2.0,1,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,5,1,1,1,4,1,2,0,8,1
590,Srirampura (green line),Cubbon Park (purple line),Near cubbon park metro station ,Work,Shrirampura Metro station ,Home,12:30:00,Metro ,45,Walk ,10,< 0.5 km ,9,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Postgraduate,Employed,,0.0,0,0,0,"No, I will not use a bicycle. .",5,3,2,1,1,2,1,3,1,0,1,1
591,Srirampura (green line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Old airport road,Work,Rajajinagar ,Home,12:30:00,Metro + Bus ,120,Walk ,10,0.5 to 1 km ,9,Walk ,5,< 0.5 km ,,For both access and egress trips ,7,5,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Postgraduate,Employed,,0.0,0,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,2,1,3,1,3,1,3,0,1,1
592,Attiguppe (purple line),Mantri Square Sampige Road (green line),Mantri mall,Shopping,"Attiguppe,rns vidyanikethan ",Home,12:40:00,Metro ,30,Walk ,5,< 0.5 km ,8,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,Graduate,Student,"50,001 – 1,00,000",0.0,1,0,0,"No, I will not use a bicycle. .",5,3,4,1,1,1,1,1,1,1,1,1
593,Attiguppe (purple line),Chickpet (green line),Chikpett ,Shopping,"Kalyanagar,opp gandhi park",Home,12:30:00,Metro ,20,Dropped-off by friends/others ,10,2 km to 2.5 km ,7,Walk ,6,< 0.5 km ,,For both access and egress trips ,,,No ,22,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Graduate,Business,,1.0,1,1,0,"No, I will not use a bicycle. .",5,3,4,1,1,3,11,1,3,0,8,1
594,Attiguppe (purple line),Mantri Square Sampige Road (green line),Near Mantri mall ,Work,"RPC layout,near post office ",Home,12:40:00,Metro ,28,Walk ,7,< 0.5 km ,6,Walk ,5,< 0.5 km ,,For both access and egress trips ,,,Metro card ,0,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Graduate,Employed,,1.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,2,1,1,3,1,1,3,1,1,1
595,Srirampura (green line),National College (green line),BMSCCM college ,School,Shankar mata,Other,12:10:00,Bus + Metro ,60,Walk ,5,< 0.5 km ,5,Walk ,2,< 0.5 km ,,For neither access nor egress trips ,7,9,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,1,0,0,"No, I will not use a bicycle. .",5,3,3,8,2,1,1,1,1,0,1,1
596,Srirampura (green line),Jayanagar (green line),Jaynagar 4th block ,Work,Shrirampura ,Home,12:40:00,Metro ,30,Walk ,7,0.5 to 1 km ,9,Walk ,8,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Trade,Employed,,0.0,1,0,0,"No, I will not use a bicycle. .",5,3,2,1,1,1,3,3,1,0,1,1
597,Attiguppe (purple line),Jalahalli (green line),Near jalahalli metro station ,Home,Near attigeppe bus stand ,Work,12:40:00,Metro ,45,Walk ,10,0.5 to 1 km ,8,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,,,No ,45,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Trade,Employed,,0.0,0,0,0,"No, I will not use a bicycle. .",5,3,1,2,1,1,3,3,1,1,1,1
598,Kengeri (purple line),Baiyappanahalli (purple line),Hennur,Home,Kengeri,Other,12:50:00,Metro ,60,Walk ,5,< 0.5 km ,1,Ola/Uber car ,20,> 5 km ,3,For neither access nor egress trips ,,,No ,178,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,,0.0,0,0,0,"No, I will not use a bicycle. .",5,3,1,8,1,2,1,8,1,1,1,6
599,Srirampura (green line),Krishna Rajendra Market (green line),Flower market ,Work,Srirampura harishcandra ghat,Home,12:30:00,Metro ,30,Walk ,15,1.5 km to 2 km ,9,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,46-60 yrs ,10th,Daily,,0.0,0,0,0,"No, I will not use a bicycle. .",5,3,2,1,1,4,2,3,1,0,1,1
600,Srirampura (green line),Chickpet (green line),Chickpete ,Shopping,Shrirampura,Home,00:50:00,Metro ,20,Dropped-off by friends/others ,5,0.5 to 1 km ,9,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,No ,30,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Unemployed,,0.0,1,0,0,"No, I will not use a bicycle. .",5,3,4,1,1,1,3,1,1,0,8,1
601,Pantharapalya - Nayandahalli (purple line),Swami Vivekananda Road (purple line),First American company,Work,Nayndhalli towards mysore  vinayaka layout bengaluru 560039,Home,13:00:00,Metro ,45,Two-Wheeler ,10,0.5 to 1 km ,10,Bicycle ,5,< 0.5 km ,,For access trip only ,,,Metro card ,0,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Postgraduate,Employed,"25,001 – 50,000",2.0,2,0,0,"No, I will not use a bicycle. .",5,3,2,1,1,2,3,1,2,1,3,2
602,Srirampura (green line),Jayaprakash Nagar (green line),"Iliyaz nagar,jp nagar ",Home,Kle college ,School,13:15:00,Metro ,30,Walk ,10,< 0.5 km ,9,Walk ,15,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,1,0,0,"No, I will not use a bicycle. .",5,3,1,3,1,1,1,3,1,0,1,1
603,Mahakavi Kuvempu Road (green line),Rashtreeya Vidyalaya Road (green line),Near metro,Friend,ESI,School,13:00:00,Bus + Metro ,30,Walk ,7,0.5 to 1 km ,5,Auto Rickshaw ,10,2.5 km to 3 km ,5,For neither access nor egress trips ,7,9,No ,30,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,2,0,0,Not Applicable - because neither ends of my trip is home. .,5,4,7,3,2,1,3,7,1,0,1,5
604,Mahakavi Kuvempu Road (green line),Mahatma Gandhi Road (purple line),Byappanahalli metro,Other,Rajajinagar navarang theater  ,Home,01:30:00,Metro + Bus ,60,Walk ,7,0.5 to 1 km ,9,Walk ,7,0.5 to 1 km ,,For neither access nor egress trips ,7,5,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,1,0,0,"No, I will not use a bicycle. .",5,3,8,1,3,1,3,3,1,0,1,1
605,Mahakavi Kuvempu Road (green line),National College (green line),Jain college ,School,"Mahakavi kuvempu road,metro station ",Home,01:30:00,Metro ,30,Walk ,10,0.5 to 1 km ,8,Walk ,7,< 0.5 km ,,For access trip only ,,,Metro card ,0,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,1.0,1,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,3,1,1,1,3,1,2,0,1,1
606,Mahakavi Kuvempu Road (green line),Krishna Rajendra Market (green line),Victoria hospital ,Work,Near Vijay dental hospital ,Home,13:40:00,Metro ,30,Walk ,10,< 0.5 km ,8,Walk ,10,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,0.0,1,0,0,"No, I will not use a bicycle. .",5,3,2,1,1,1,1,1,1,0,1,1
607,Mahakavi Kuvempu Road (green line),Jayanagar (green line),Jaynagar 4th block,Shopping,Near metro station ,Home,13:40:00,Metro ,30,Walk ,10,0.5 to 1 km ,9,Walk ,15,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was not making this trip earlier ,36-45 yrs ,Graduate,Unemployed,,1.0,2,0,0,"No, I will not use a bicycle. .",5,3,4,1,1,3,3,3,1,0,1,1
608,Swami Vivekananda Road (purple line),Nagasandra (green line),"Near st.marys church, arishinakunte",Home,Bagmane techpark,Work,13:00:00,Metro ,90,Office metro feeder,15,2 km to 2.5 km ,5,Two-Wheeler ,20,> 5 km ,,For access trip only ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,"1,00,001 – 2,00,000",0.0,1,0,0,"No, I will not use a bicycle. .",5,3,1,2,1,2,11,8,2,1,9,3
609,Mahakavi Kuvempu Road (green line),Chickpet (green line),Chikpete ,Shopping,Nagasandra ikea,Home,01:00:00,Metro ,60,Dropped-off by friends/others ,30,> 5 km ,9,Walk ,15,1 km to 1.5 km ,,For both access and egress trips ,,,No ,18,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,Graduate,Student,,2.0,2,0,0,"No, I will not use a bicycle. .",5,3,4,1,1,1,8,4,3,0,8,1
610,Pattanagere (purple line),Swami Vivekananda Road (purple line),"Kr puram,Venkateshwara theatre ",Home,Rv college ,School,13:30:00,Metro + Bus ,90,Walk ,5,< 0.5 km ,2,Walk ,2,< 0.5 km ,,For egress trip only ,5,7,Student pass ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Postgraduate,Student,"50,001 – 1,00,000",1.0,2,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,1,3,3,1,1,1,4,1,1,1
611,Mahakavi Kuvempu Road (green line),Chickpet (green line),Chickpete market,Shopping,Mahakavi kuvempu road,Friend,14:00:00,Metro ,15,Walk ,10,< 0.5 km ,8,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,No ,18,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Trade,Student,,0.0,0,0,0,"No, I will not use a bicycle. .",5,3,4,7,1,1,1,1,1,0,1,1
612,Mahakavi Kuvempu Road (green line),Mahatma Gandhi Road (purple line),Church street,Restaurant,Near metro,Home,14:00:00,Metro ,25,Walk ,10,0.5 to 1 km ,8,Walk ,13,1 km to 1.5 km ,,For both access and egress trips ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,Graduate,Student,,2.0,3,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,5,1,1,1,3,4,3,0,1,1
613,Mahakavi Kuvempu Road (green line),Cubbon Park (purple line),Indian express,Work,"Mahakavi kuvempu road,near metro station ",Home,14:10:00,Metro ,30,Walk ,7,< 0.5 km ,8,Walk ,15,0.5 to 1 km ,,For egress trip only ,,,Metro card ,0,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Postgraduate,Employed,>2 Lakhs,1.0,2,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,2,1,1,3,1,3,4,0,1,1
614,"Sir.M.Visvesvaraya Stn., Central College (purple line)",Vijayanagar (purple line),"Vijaynagar, service road",Work,"Palace road, near central college ",Work,14:35:00,Metro ,45,Walk ,5,< 0.5 km ,7,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,46-60 yrs ,Postgraduate,Employed,,0.0,0,0,0,"No, I will not use a bicycle. .",5,3,2,2,1,4,1,3,1,0,1,1
615,"Sir.M.Visvesvaraya Stn., Central College (purple line)",Indiranagar (purple line),EGL golf links,Work,Avinue road,Home,14:40:00,Metro + Bus ,85,Walk ,15,1 km to 1.5 km ,8,Walk ,15,0.5 to 1 km ,,For access trip only ,10,45,Metro card ,10,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Graduate,Employed,"50,001 – 1,00,000",0.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,2,1,3,3,4,3,2,1,1,1
616,"Sir.M.Visvesvaraya Stn., Central College (purple line)",Indiranagar (purple line),"Kaggadasapura,CV Raman nagar ,dumbbells and dream gym",Home,UVCE,School,14:45:00,Metro ,45,Walk ,2,< 0.5 km ,6,Two-Wheeler ,30,> 5 km ,,For egress trip only ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,12th,Student,"1,00,001 – 2,00,000",1.0,1,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,1,3,1,1,1,8,4,1,1,3
